id,address,at_street,description,latitude,longitude,municipality,name,on_street
"WML-0012-07",,,"Back Bay - Commuter Rail - Track 7","42.34759","-71.075393","Boston","Back Bay",
"7200",,"Commonwealth Road",,"42.492939","-70.958369","Lynn","Broadway opp Commonwealth Rd","Broadway"
"23841",,"Glenwood Road",,"42.394543","-71.102259","Somerville","Medford St @ Glenwood Rd","Medford Street"
"3230",,"Mason Street",,"42.274126","-71.012354","Quincy","W Elm Ave @ Mason St","West Elm Avenue"
"7424",,"Palmer Avenue",,"42.444866","-71.012307","Saugus","Lincoln Ave opp Laurel St","Lincoln Avenue"
"door-spmnl-obrienel",,,"Science Park/West End - Monsignor O'Brien Hwy, Museum of Science (Elevator)","42.36665","-71.067966","Boston","Science Park/West End - Monsignor O'Brien Hwy, Museum of Science (Elevator)",
"5851",,"Putnam Street",,"42.377566","-71.031805","Boston","Bennington St @ Putnam St","Bennington Street"
"node-765-top",,,"Gilman Square - Top of Medford St Elevator 765","42.387695","-71.096277","Somerville","Gilman Square",
"7353",,"Verdmont Avenue",,"42.492687","-70.971927","Lynn","Lynnfield St @ Verdmont Ave","Lynnfield Street"
"5783",,"Nahant Avenue",,"42.408817","-70.99548","Revere","Beach St opp Nahant Ave","Beach Street"
"2612",,,,"42.379547","-71.095164","Somerville","Somerville Ave @ Stone Ave","Somerville Avenue"
"4249",,,,"42.1594","-71.042923","Randolph","S Main St @ Maple St","South Main Street"
"12636",,"Busway",,"42.406461","-71.132577","Somerville","Broadway opp Clarendon Hill Busway","Broadway"
"922",,"Dustin Street",,"42.350692","-71.145688","Boston","Cambridge St opp Dustin St","Cambridge Street"
"3490",,"Summit Avenue",,"42.25954","-71.030774","Quincy","Beale St @ Summit Ave","Beale Street"
"178",,"Dartmouth Street",,"42.349505","-71.076639","Boston","Saint James Ave @ Dartmouth St","Saint James Avenue"
"5397",,"Floyd Street",,"42.413477","-71.063608","Everett","Main St @ Floyd St","Main Street"
"node-rugg-forsythstairs-top",,,"Ruggles - Top of Forsyth Street entrance stairs",,,"Boston","Ruggles",
"290",,"D Street",,"42.336832","-71.053007","Boston","W 6th St @ D St","West Sixth Street"
"node-tumnl-trenbstairs-platform",,,"Tufts Medical Center - Bottom of stairs for Oak Grove, Tremont Street",,,"Boston","Tufts Medical Center",
"6171",,,,"42.5055","-70.890697","Salem","Opp 352 Lafayette St","Lafayette Street"
"1929",,"Lansdowne Street",,"42.347221","-71.094218","Boston","Ipswich St opp Lansdowne St","Ipswich Street"
"2493",,,,"42.418686","-71.204882","Lexington","Service Road West @ Watertown St","Ramp - Rt 2 Westbound Frontage Rd To Rts 4/225"
"6106",,"Cedar Street",,"42.515261","-70.8927","Salem","Lafayette St @ Cedar St","Lafayette Street"
"door-butlr-bearse",,,"Butler - Bearse Ave, Butler St","42.272115","-71.062677","Boston","Butler - Bearse Ave, Butler St",
"3351",,"Connell Street",,"42.253016","-71.03517","Quincy","Robertson St @ Connell St","Robertson Street"
"1535",,"Eliot Street",,"42.326526","-71.143465","Brookline","Boylston St @ Chestnut Hill Ave","Boylston Street"
"7340",,,,"42.510149","-70.989516","Lynn","Lynnfield St opp Lookout Terr","Lynnfield Street"
"node-dwnxg-stair4-platform",,,"Downtown Crossing - Bottom of stairs between Alewife platform and Chauncy Street lobby",,,"Boston","Downtown Crossing",
"node-alfcl-pickstairs-top",,,"Alewife - Top of stairs between concourse and pick-up/drop-off","42.395639","-71.142093","Cambridge","Alewife",
"node-419-middle",,,"South Station - Bottom of Escalator 419",,,"Boston","South Station",
"6605",,"Tudor Street",,"42.459213","-70.935115","Lynn","Nahant St @ Tudor St","Nahant Street"
"node-welln-fhstair-platform",,,"Wellington - Bottom of stairs for platform for all trains","42.40206","-71.077163","Medford","Wellington",
"93618",,,,"42.147256","-71.240311","Walpole","710 East St opp Kendall St","East Street"
"NEC-1851-01",,,"Providence - Commuter Rail - Track 1","41.829293","-71.413301","Providence","Providence",
"8500",,"Stearns Street",,"42.320874","-71.194147","Newton","200 Parker St opp Stearns St","Parker Street"
"4328",,"White Street",,"42.255038","-71.029611","Quincy","Adams St opp White St","Adams Street"
"2801",,"Kittredge Street",,"42.280149","-71.131686","Boston","Metropolitan Ave @ Kittredge St","Metropolitan Avenue"
"4523",,"Stanley Terrace",,"42.460699","-70.967777","Lynn","Western Ave @ Walden St","Western Avenue"
"3175",,"Holbrook Road",,"42.267489","-71.03657","Quincy","Harvard St @ Holbrook Rd","Harvard Street"
"node-905-passage",,,"Haymarket - Bottom of elevator between Forest Hills platform and Green Line, busway passageway",,,"Boston","Haymarket",
"7836",,,,"42.354866","-71.242884","Newton","180 Lexington St","Lexington Street"
"10015",,"East Newton Street",,"42.337402","-71.072162","Boston","Harrison Ave @ E Newton St","Harrison Avenue"
"1811",,"Waverly Street",,"42.355374","-71.109987","Cambridge","Brookline St @ Granite St","Brookline Street"
"42876",,,,"42.388869","-71.080039","Somerville","Mystic Ave @ Plaza Entrance - Home Depot","Mystic Avenue"
"632",,"Cornell Street",,"42.279437","-71.135573","Boston","Washington St @ Cornell St","Washington Street"
"7625",,"Chestnut Street",,"42.349257","-71.225082","Newton","Washington St @ Chestnut St","Washington Street"
"3710",,"Prospect Street",,"42.218813","-70.967001","Weymouth","Washington St @ Prospect St","Washington Street"
"214",,"East Service Road",,"42.351012","-71.043647","Boston","Seaport Blvd @ Pier 4 Blvd","Seaport Boulevard"
"node-prmnl-ebstair-lobby",,,"Prudential - Top of Park Street & North stairs",,,"Boston","Prudential",
"8518",,"Newtonville Avenue",,"42.351591","-71.186111","Newton","Centre St @ Newtonville Ave","Centre Street"
"1755",,"Wensley Street",,"42.326453","-71.100404","Boston","Heath St @ Wensley St","New Heath Street"
"node-768-bottom",,,"Magoun Square - Bottom of Elevator 768","42.393894","-71.106514","Somerville","Magoun Square",
"6603",,"Baltimore Street",,"42.461609","-70.937398","Lynn","Nahant St @ W Baltimore St","Nahant Street"
"place-NBM-0546","536 Acushnet Ave, New Bedford, MA 02740",,,"41.643703","-70.9252","New Bedford","New Bedford",
"2025",,"Longfellow Road",,"42.374987","-71.134068","Cambridge","Mt Auburn St @ Longfellow Rd","Mount Auburn Street"
"node-shmnl-endstair-platform",,,"Savin Hill - Bottom of northern stairs between platform and lobby","42.311098","-71.053417","Boston","Savin Hill",
"3463",,"Brook Road",,"42.2594","-71.044501","Milton","Adams St opp Brook Rd","Adams Street"
"8970",,,,"42.244718","-71.137011","Boston","River St opp Neponset Valley Pkwy","River Street"
"door-fldcr-charles",,,"Fields Corner - Charles St","42.300463","-71.061868","Boston","Fields Corner - Charles St",
"2774",,"McGrath Highway",,"42.379792","-71.089974","Somerville","Washington St @ Medford St","Washington Street"
"4307",,"Hilltop Street",,"42.231815","-71.070723","Milton","Randolph Ave @ Hilltop St","Randolph Avenue"
"node-rcmnl-134-lobby",,,"Roxbury Crossing - Top of Escalator 134","42.331227","-71.095574","Boston","Roxbury Crossing",
"door-dwnxg-hawley",,,"Downtown Crossing - Hawley St (Escalator)","42.355229","-71.059366","Boston","Downtown Crossing - Hawley St (Escalator)",
"1698",,"Skilton Lane",,"42.51248","-71.20203","Burlington","Cambridge St @ Skilton Ln","Cambridge Street"
"place-FR-0137","105 Viles St, Weston, MA 02493",,,"42.385755","-71.289203","Weston","Hastings",
"7386",,"Hamilton Street",,"42.460465","-70.98878","Lynn","Boston St @ Hamilton St","Boston Street"
"node-waban-beacon-stairs",,,"Waban - Bottom of stairs to Beacon Street","42.326257","-71.23089","Newton","Waban",
"node-andrw-nibstairs-platform",,,"Andrew - Bottom of north inbound stairs",,,"Boston","Andrew",
"43011",,"Scanlon Drive",,"42.201087","-71.06251","Randolph","N Main St @ Russ St","North Main Street"
"6408",,"Woodglen Road",,"42.244739","-71.122396","Boston","Washington St @ Woodglen Rd","Washington Street"
"2737",,"Pearson Road",,"42.400501","-71.113803","Somerville","Broadway @ Pearson Rd","Broadway"
"3979",,"Laurel Park",,"42.134006","-71.00752","Holbrook","S Franklin St @ Laurel Pk","South Franklin Street"
"70129",,,"Griggs Street - Green Line - (B) Boston College","42.348919","-71.134305","Boston","Griggs Street",
"door-prmnl-huntington",,,"Prudential - Huntington Ave","42.345791","-71.081609","Boston","Prudential - Huntington Ave",
"4310",,"Hallen Avenue",,"42.238452","-71.069448","Milton","Randolph Ave opp Hallen Ave","Randolph Avenue"
"7337",,"Tuscan Road",,"42.50594","-70.982749","Lynn","Lynnfield St @ Tuscan Rd","Lynnfield Street"
"1147",,"Shawmut Avenue",,"42.328969","-71.086206","Boston","Dudley St @ Guild Row","Dudley Street"
"8462",,"Hartford Street",,"42.486395","-71.277032","Bedford","Loomis St @ Hartford St","Loomis Street"
"3482",,,,"42.261806","-71.059033","Milton","Adams St @ Fontbonne Academy","Adams Street"
"2580",,"Jay Street",,"42.399341","-71.124909","Somerville","Holland St @ Jay St","Holland Street"
"4470",,,,"42.49614","-70.932565","Salem","Highland Ave @ 400 Highland Place","Highland Avenue"
"520",,"Morton Street",,"42.30135","-71.109364","Boston","Arborway @ Courthouse","Arborway"
"3669",,"Church Street",,"42.229923","-70.943969","Weymouth","North St @ Church St","North Street"
"1026",,,,"42.348296","-71.153761","Boston","Chestnut Hill Ave @ Veronica Smith Ctr","Chestnut Hill Avenue"
"47618",,"Jacobs Road",,"42.168591","-71.211237","Norwood","Washington St opp Rockhill St","Washington Street"
"70025",,,"Haymarket - Orange Line - Oak Grove","42.363021","-71.05829","Boston","Haymarket",
"7476",,"Newhall Avenue",,"42.464586","-71.014678","Saugus","59 Main St","Main Street"
"3630",,"Southern Artery",,"42.248184","-70.982677","Quincy","Washington St @ Southern Artery","Washington Street"
"807",,"Corey Street",,"42.286119","-71.155081","Boston","Centre St @ Corey St","Centre Street"
"8271",,"Beverly Road",,"42.426582","-71.152233","Arlington","294 Mystic St opp Beverly Rd","Mystic Street"
"85566",,"Amesbury Street",,"42.28175","-71.168981","Boston","Baker St @ Amesbury St","Baker Street"
"70112",,,"Chestnut Hill Avenue - Green Line - Park Street & North","42.33873","-71.152526","Boston","Chestnut Hill Avenue",
"9070112",,"Chestnut Hill Avenue","Chestnut Hill Avenue - Green Line Park Street & North Shuttle","42.33802","-71.15411","Boston","Chestnut Hill Avenue - Commonwealth Ave @ Chestnut Hill Ave","Commonwealth Avenue"
"45211",,,,"42.456007","-70.973048","Lynn","Western Ave opp Ida St","Western Avenue"
"3055",,"Albion Road",,"42.271677","-71.022563","Quincy","Hancock St @ Albion Rd","Hancock Street"
"3299",,"Brockton Avenue",,"42.257293","-70.970922","Quincy","Palmer St opp Brockton Ave","Palmer Street"
"56567",,"Reservation Road",,"42.246499","-71.128529","Boston","1532 Hyde Park Ave opp Reservation Rd","Hyde Park Avenue"
"3996",,"Diman Avenue",,"42.128749","-71.008903","Holbrook","S Franklin St @ Diman Ave","South Franklin Street"
"1777",,"Pilgrim Road",,"42.342351","-71.103831","Boston","Brookline Ave @ Pilgrim Rd","Brookline Avenue"
"1115",,"Windom Street",,"42.358658","-71.123967","Boston","Cambridge St @ Seattle St","Cambridge Street"
"2885",,"Billings Avenue",,"42.408486","-71.104066","Medford","Mystic Ave opp Billings Ave","Mystic Avenue"
"4537",,"Waitt Avenue",,"42.48415","-70.94221","Lynn","Western Ave @ Waitt Ave","Western Avenue"
"7210",,"Verona Street",,"42.485355","-70.950863","Lynn","Euclid Ave @ Verona St","Euclid Avenue"
"node-936-lobby",,,"World Trade Center - Top of outbound platform elevator",,,"Boston","World Trade Center",
"7813",,"Spruce Street",,"42.370855","-71.2399","Waltham","Crescent St opp Spruce St","Crescent Street"
"9070502",,"Water Street","Lechmere - Green Line Shuttle - Monsignor O'Brien Hwy opp Gore St","42.371793","-71.077843","Cambridge","Lechmere - Monsignor O'Brien Hwy opp Gore St","Monsignor O'Brien Highway"
"node-spmnl-sfarepaid",,,"Science Park/West End - Paid side of fare gates","42.36677","-71.06786","Boston","Science Park/West End",
"57618",,,,"42.189515","-71.202573","Norwood","Washington St @ Norwood Hospital","Washington Street"
"7890",,"Brooksbie Road",,"42.488167","-71.268268","Bedford","Great Rd opp Brooksbie Rd","The Great Road"
"926",,"Islington Street",,"42.353347","-71.136687","Boston","Brighton Ave @ Cambridge St","Brighton Avenue"
"212",,"D Street",,"42.345781","-71.04118","Boston","Summer St @ D St","Summer Street"
"636",,"Cummins Highway",,"42.28666","-71.127791","Boston","Washington St @ Cummins Hwy","Washington Street"
"8993",,"Newbury Street",,"42.348062","-71.097773","Boston","Brookline Ave opp Newbury St","Brookline Avenue"
"NB-0109-B0",,,"Hersey - Commuter Rail Outbound Shuttle","42.276121","-71.215341","Needham","Hersey",
"782",,"Bird Place",,"42.283608","-71.156948","Boston","Centre St @ Bellevue St","Centre Street"
"24619",,"Incinerator Road",,"42.253892","-71.16643","Dedham","Washington St @ Incinerator Rd","Washington Street"
"5643",,"Luke Road",,"42.402798","-71.044177","Everett","271 Chelsea St opp Luke Rd","Chelsea Street"
"1853",,"Wedgewood Road",,"42.294255","-71.136678","Boston","Weld St opp Wedgewood Rd","Weld Street"
"852",,"Temple Street",,"42.285412","-71.168478","Boston","Vermont St @ Temple St","Vermont Street"
"6569",,,,"42.404686","-71.075506","Medford","Corporation Way","Corporation Way"
"9142",,"Mountain Street",,"42.51472","-71.160818","Woburn","Main St opp Mountain St","Main Street"
"WML-0035-B0",,"Arthur Street","Boston Landing - Commuter Rail Outbound Shuttle - Guest St @ Arthur St","42.35658","-71.14208","Boston","Boston Landing - Guest St @ Arthur St","Guest Street"
"6165",,"Grant Road",,"42.495959","-70.894994","Salem","Loring Ave @ Grant Rd","Loring Avenue"
"4782",,"West Street",,"42.483599","-70.887888","Marblehead","Humphrey St @ May St","Humphrey Street"
"node-374-lobby",,,"State - Top of escalator from Oak Grove platform to City Hall",,,"Boston","State",
"8552",,"Walsh Road",,"42.289904","-71.191003","Newton","Sawmill Brook Pkwy @ Walsh Rd","Sawmill Brook Parkway"
"7839",,"Buttrick Street",,"42.359406","-71.243538","Waltham","Rumford Ave @ Buttrick St","Rumford Avenue"
"70176",,,"Beaconsfield - Green Line - Park Street & North","42.335625","-71.140112","Brookline","Beaconsfield",
"node-803-sbplatform",,,"State - Bottom of Elevator 803 between Milk Street to lobby",,,"Boston","State",
"place-bbsta","145 Dartmouth St Boston, MA 02116",,,"42.34735","-71.075727","Boston","Back Bay",
"1438",,,,"42.362939","-71.159401","Watertown","Arsenal St @ Bond St","Arsenal Street"
"5372",,"Main Street",,"42.42515","-71.067134","Malden","Centre St @ Main St","Centre Street"
"6462",,"Sherwood Street",,"42.282871","-71.123861","Boston","Cummins Hwy @ Sherwood St","Cummins Highway"
"2745",,"Pearl Street",,"42.385796","-71.087692","Somerville","Cross St @ Pearl St","Cross Street"
"767",,"Linden Road",,"42.266178","-71.16286","Boston","Centre St @ Linden Rd","Centre Street"
"7131",,"Church Street",,"42.549149","-70.878211","Beverly","Cabot St @ Federal St","Cabot Street"
"70619",,"Dean Avenue",,"42.221195","-71.187628","Westwood","Washington St @ Dean Ave","Washington Street"
"place-esomr","134 Washington St, Somerville, MA 02143",,,"42.379467","-71.086625","Somerville","East Somerville",
"5822",,"Woods Avenue",,"42.402491","-70.999702","Revere","Revere Beach Pkwy @ Woods Ave","Revere Beach Parkway"
"door-kencl-beacon",,,"Kenmore - Boston University, Beacon St","42.349273","-71.095549","Boston","Kenmore - Boston University, Beacon St",
"6460",,"Rowe Street",,"42.280681","-71.120534","Boston","Cummins Hwy @ Rowe St","Cummins Highway"
"door-rbmnl-ocean",,,"Revere Beach - 300 Ocean Ave","42.4079","-70.99211","Revere","Revere Beach - 300 Ocean Ave",
"5587",,,,"42.413224","-71.033033","Chelsea","60 Woodlawn Ave","Woodlawn Avenue"
"6257",,"Derby Road",,"42.423503","-71.01749","Revere","Malden St @ Derby Rd","Malden Street"
"1301",,"Washington Street",,"42.348814","-71.150755","Boston","7 Winship St","Winship Street"
"node-butlr-ramp-platform",,,"Butler - Bottom of ramp for Bearse Avenue","42.272359","-71.062462","Boston","Butler",
"node-rugg-bus2stairs-busway",,,"Ruggles - Bottom of Lower Busway Lane 2 stairs",,,"Boston","Ruggles",
"NEC-2040-02",,,"Mansfield - Commuter Rail - Track 2 (Boston)","42.032787","-71.219917","Mansfield","Mansfield",
"6175",,"Laurel Street",,"42.509572","-70.89149","Salem","Lafayette St @ Willow Ave","Lafayette Street"
"4235",,"Acorn Drive",,"42.137689","-71.04001","Randolph","S Main St @ Acorn Dr","South Main Street"
"511",,"Fendale Avenue",,"42.279234","-71.069699","Boston","Washington St @ Gallivan Blvd","Washington Street"
"4316",,"Maywood Avenue",,"42.248975","-71.009571","Quincy","Whitwell St @ Maywood Ave","Whitwell Street"
"node-coecl-976-platform",,,"Copley - Bottom of Park Street & East platform Elevator 976","42.34977","-71.078123","Boston","Copley",
"5104",,"College Avenue","Davis - Busway","42.396646","-71.121879","Somerville","Davis","Busway"
"13407",,"Access Road",,"42.246089","-71.006084","Quincy","125 Granite St","Granite Street"
